Stato,Area Geografica,Macro Regione,Regione,Provincia,Comune;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Edolo;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Erbusco;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Esine;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Fiesse;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Flero;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Gambara;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Gardone Riviera;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Gardone Val Trompia;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Gargnano;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Gavardo;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Ghedi;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Gianico;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Gottolengo;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Gussago;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Idro;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Incudine;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Irma;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Iseo;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Isorella;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Lavenone;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Leno;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Limone sul Garda;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Lodrino;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Lograto;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Lonato del Garda;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Longhena;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Losine;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Lozio;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Lumezzane;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Maclodio;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Magasa;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Mairano;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Malegno;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Malonno;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Manerba del Garda;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Manerbio;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Marcheno;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Marmentino;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Marone;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Mazzano;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Milzano;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Moniga del Garda;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Monno;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Monte Isola;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Monticelli Brusati;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Montichiari;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Montirone;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Mura;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Muscoline;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Nave;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Niardo;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Nuvolento;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Nuvolera;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Odolo;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Offlaga;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Ome;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Ono San Pietro;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Orzinuovi;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Orzivecchi;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Ospitaletto;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Ossimo;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Padenghe sul Garda;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Paderno Franciacorta;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Paisco Loveno;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Paitone;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Palazzolo sull'Oglio;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Paratico;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Paspardo;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Passirano;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Pavone del Mella;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Pertica Alta;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Pertica Bassa;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Pezzaze;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Pian Camuno;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Piancogno;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Pisogne;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Polaveno;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Polpenazze del Garda;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Pompiano;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Poncarale;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Ponte di Legno;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Pontevico;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Pontoglio;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Pozzolengo;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Pralboino;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Preseglie;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Prestine;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Prevalle;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Provaglio d'Iseo;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Provaglio Val Sabbia;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Puegnago sul Garda;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Quinzano d'Oglio;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Remedello;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Rezzato;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Roccafranca;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Rodengo Saiano;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Roè Volciano;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Roncadelle;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Rovato;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Rudiano;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Sabbio Chiese;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Sale Marasino;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Salò;
Italia,Nord,Nord-ovest,Lombardia,Brescia,San Felice del Benaco;
Italia,Nord,Nord-ovest,Lombardia,Brescia,San Gervasio Bresciano;
Italia,Nord,Nord-ovest,Lombardia,Brescia,San Paolo;
Italia,Nord,Nord-ovest,Lombardia,Brescia,San Zeno Naviglio;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Sarezzo;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Saviore dell'Adamello;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Sellero;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Seniga;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Serle;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Sirmione;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Soiano del Lago;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Sonico;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Sulzano;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Tavernole sul Mella;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Temù;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Tignale;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Torbole Casaglia;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Toscolano-Maderno;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Travagliato;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Tremosine sul Garda;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Trenzano;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Treviso Bresciano;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Urago d'Oglio;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Vallio Terme;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Valvestino;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Verolanuova;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Verolavecchia;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Vestone;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Vezza d'Oglio;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Villa Carcina;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Villachiara;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Villanuova sul Clisi;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Vione;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Visano;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Vobarno;
Italia,Nord,Nord-ovest,Lombardia,Brescia,Zone;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Alagna;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Albaredo Arnaboldi;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Albonese;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Albuzzano;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Arena Po;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Badia Pavese;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Bagnaria;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Barbianello;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Bascapè;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Bastida de' Dossi;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Bastida Pancarana;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Battuda;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Belgioioso;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Bereguardo;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Borgarello;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Borgo Priolo;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Borgo San Siro;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Borgoratto Mormorolo;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Bornasco;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Bosnasco;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Brallo di Pregola;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Breme;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Bressana Bottarone;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Broni;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Calvignano;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Campospinoso;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Candia Lomellina;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Canevino;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Canneto Pavese;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Carbonara al Ticino;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Casanova Lonati;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Casatisma;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Casei Gerola;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Casorate Primo;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Cassolnovo;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Castana;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Casteggio;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Castelletto di Branduzzo;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Castello d'Agogna;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Castelnovetto;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Cava Manara;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Cecima;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Ceranova;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Ceretto Lomellina;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Cergnago;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Certosa di Pavia;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Cervesina;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Chignolo Po;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Cigognola;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Cilavegna;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Codevilla;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Colli Verdi;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Confienza;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Copiano;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Corana;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Cornale;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Cornale e Bastida;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Corteolona;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Corteolona e Genzone;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Corvino San Quirico;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Costa de' Nobili;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Cozzo;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Cura Carpignano;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Dorno;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Ferrera Erbognone;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Filighera;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Fortunago;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Frascarolo;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Galliavola;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Gambarana;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Gambolò;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Garlasco;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Genzone;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Gerenzago;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Giussago;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Godiasco Salice Terme;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Golferenzo;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Gravellona Lomellina;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Gropello Cairoli;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Inverno e Monteleone;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Landriano;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Langosco;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Lardirago;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Linarolo;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Lirio;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Lomello;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Lungavilla;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Magherno;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Marcignago;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Marzano;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Mede;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Menconico;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Mezzana Bigli;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Mezzana Rabattone;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Mezzanino;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Miradolo Terme;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Montalto Pavese;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Montebello della Battaglia;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Montecalvo Versiggia;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Montescano;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Montesegale;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Monticelli Pavese;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Montù Beccaria;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Mornico Losana;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Mortara;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Nicorvo;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Olevano di Lomellina;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Oliva Gessi;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Ottobiano;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Palestro;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Pancarana;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Parona;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Pavia;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Pietra de' Giorgi;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Pieve Albignola;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Pieve del Cairo;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Pieve Porto Morone;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Pinarolo Po;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Pizzale;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Ponte Nizza;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Portalbera;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Rea;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Redavalle;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Retorbido;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Rivanazzano Terme;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Robbio;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Robecco Pavese;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Rocca de' Giorgi;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Rocca Susella;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Rognano;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Romagnese;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Roncaro;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Rosasco;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Rovescala;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Ruino;
Italia,Nord,Nord-ovest,Lombardia,Pavia,San Cipriano Po;
Italia,Nord,Nord-ovest,Lombardia,Pavia,San Damiano al Colle;
Italia,Nord,Nord-ovest,Lombardia,Pavia,San Genesio ed Uniti;
Italia,Nord,Nord-ovest,Lombardia,Pavia,San Giorgio di Lomellina;
Italia,Nord,Nord-ovest,Lombardia,Pavia,San Martino Siccomario;
Italia,Nord,Nord-ovest,Lombardia,Pavia,San Zenone al Po;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Sannazzaro de' Burgondi;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Santa Cristina e Bissone;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Santa Giuletta;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Santa Margherita di Staffora;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Santa Maria della Versa;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Sant'Alessio con Vialone;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Sant'Angelo Lomellina;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Sartirana Lomellina;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Scaldasole;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Semiana;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Silvano Pietra;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Siziano;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Sommo;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Spessa;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Stradella;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Suardi;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Torrazza Coste;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Torre Beretti e Castellaro;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Torre d'Arese;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Torre de' Negri;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Torre d'Isola;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Torrevecchia Pia;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Torricella Verzate;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Travacò Siccomario;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Trivolzio;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Tromello;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Trovo;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Val di Nizza;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Valeggio;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Valle Lomellina;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Valle Salimbene;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Valverde;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Varzi;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Velezzo Lomellina;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Vellezzo Bellini;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Verretto;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Verrua Po;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Vidigulfo;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Vigevano;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Villa Biscossi;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Villanova d'Ardenghi;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Villanterio;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Vistarino;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Voghera;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Volpara;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Zavattarello;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Zeccone;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Zeme;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Zenevredo;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Zerbo;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Zerbolò;
Italia,Nord,Nord-ovest,Lombardia,Pavia,Zinasco;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Acquanegra Cremonese;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Agnadello;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Annicco;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Azzanello;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Bagnolo Cremasco;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Bonemerse;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Bordolano;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Ca' d'Andrea;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Calvatone;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Camisano;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Campagnola Cremasca;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Capergnanica;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Cappella Cantone;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Cappella de' Picenardi;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Capralba;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Casalbuttano ed Uniti;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Casale Cremasco-Vidolasco;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Casaletto Ceredano;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Casaletto di Sopra;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Casaletto Vaprio;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Casalmaggiore;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Casalmorano;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Castel Gabbiano;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Casteldidone;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Castelleone;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Castelverde;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Castelvisconti;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Cella Dati;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Chieve;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Cicognolo;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Cingia de' Botti;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Corte de' Cortesi con Cignone;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Corte de' Frati;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Credera Rubbiano;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Crema;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Cremona;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Cremosano;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Crotta d'Adda;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Cumignano sul Naviglio;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Derovere;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Dovera;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Drizzona;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Fiesco;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Formigara;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Gabbioneta-Binanuova;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Gadesco-Pieve Delmona;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Genivolta;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Gerre de' Caprioli;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Gombito;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Grontardo;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Grumello Cremonese ed Uniti;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Gussola;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Isola Dovarese;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Izano;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Madignano;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Malagnino;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Martignana di Po;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Monte Cremasco;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Montodine;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Moscazzano;
Italia,Nord,Nord-ovest,Lombardia,Cremona,Motta Baluffi;
